,charge,color,commercial_license,commercial_vehicle,driver_city,hazmat,make,model,vehicle_type,violation_type,year
1035,13-411(f),BLACK,No,No,SILVER SPRING,No,TOYOTA,RAV4,02 - Automobile,Warning,2017
1036,16-116(a),BLACK,No,No,GLENDALE,No,MERZ BENZ,GL450,02 - Automobile,Warning,2011
1037,21-801.1,SILVER,No,No,ROCKVILLE,No,VOLVO,XC90,02 - Automobile,Citation,2019
1038,21-801.1,SILVER,No,No,LAUREL,No,FORD,EXPLORER,02 - Automobile,Citation,2013
1039,21-801.1,BLACK,No,No,WASHINGTON,No,CHEV,BOLT EV,02 - Automobile,Warning,2018
1040,16-116(a),SILVER,No,No,GAITHERSBURG,No,FORD,ESCAPE,02 - Automobile,Warning,2012
1041,13-410(e2),"BLUE, DARK",No,No,SILVER SPRING,No,CHEV,HHR,02 - Automobile,Warning,2009
1042,21-801(a),ORANGE,No,No,SILVER SPRING,No,FORD,FOCUS,02 - Automobile,Warning,2018
1043,21-801.1,BLACK,No,No,KENSINGTON,No,CHEVY,P/U,02 - Automobile,Warning,2006
1044,64*,SILVER,No,No,SILVER SPRING,No,HOND,CIVIC,02 - Automobile,ESERO,2009
1045,21-801.1,BLACK,No,No,GERMANTOWN,No,HOND,4S,02 - Automobile,Warning,2018
1046,21-801.1,BLACK,No,No,LAUREL,No,BMW,4S,02 - Automobile,Citation,2009
1047,21-801.1,BLACK,No,No,CLARKSBURG,No,FORD,4H,02 - Automobile,Citation,2019
1048,21-801(b),GRAY,No,No,MONTGOMERY VILLAGE,No,HONDA,4S,02 - Automobile,Citation,1998
1049,21-604(d),BLACK,No,No,SILVER SPRING,No,HYUN,SONATA,02 - Automobile,Warning,2014
1050,21-402(a),GRAY,No,No,SILVER SPRING,No,SUBA,4S,02 - Automobile,Citation,2017
1051,21-902(b1i),GREEN,No,No,SILVER SPRING,No,TOYT,COROLLO,02 - Automobile,Citation,2016
1052,21-707(a),GRAY,No,No,MONTGOMERY VILLAGE,No,TOYOTA,RAV4,02 - Automobile,Warning,2015
1053,16-101(a1),SILVER,No,No,MONTGOMERY VILLAGE,No,DODG,4S,02 - Automobile,Citation,2010
1054,21-801.1,RED,No,No,WINDSOR MILL,No,FORD,TK,05 - Light Duty Truck,Citation,2016
1055,21-901.1(b),GRAY,No,No,ROCKVILLE,No,NISSAN,MAXIMA,02 - Automobile,Citation,2013
1056,21-202(h2),BLACK,No,No,WASHINGTON,No,TOYOTA,RAV4,02 - Automobile,Warning,2011
1057,13-409(b),BLACK,No,No,SILVER SPRING,No,TOYOTA,CAMRY,02 - Automobile,Citation,2007
1058,21-801(b),BLACK,No,No,SILVER SPRING,No,PONTIAC,G6,02 - Automobile,Citation,2008
1059,21-801.1,SILVER,No,No,SILVER SPRING,No,CHRY,300,02 - Automobile,Citation,2010
1060,21-801(b),BLACK,No,No,WASHINGTON,No,FORD,EXPLORER,02 - Automobile,Citation,2009
1061,22-203(b),SILVER,No,No,ROCKVILLE,No,BUICK,REGAL,02 - Automobile,Warning,2011
1062,21-801.1,SILVER,No,No,GERMANTOWN,No,TOYT,TK,02 - Automobile,Citation,2016
1063,16-112(c),COPPER,No,No,TEMPLE HILLS,No,TOYOTA,SIENNA,02 - Automobile,Warning,2007
1064,16-112(c),SILVER,No,No,GAITHERSBURG,No,HONDA,4S,02 - Automobile,Citation,2005
1065,21-902(a1i),"BLUE, DARK",No,No,BURTONSVILLE,No,JEEP,LAREDO,02 - Automobile,Citation,2007
1066,21-902(a1i),SILVER,No,No,SILVER SPRING,No,NISSAN,4S,02 - Automobile,Citation,2014
1067,21-801(a),MAROON,No,No,ROCKVILLE,No,LEXUS,GX460,02 - Automobile,Warning,2013
1068,13-411(d),WHITE,No,No,BOWIE,No,BMW,Z4,02 - Automobile,Citation,2007
1069,16-113(h),GRAY,No,No,ROCKVILLE,No,NISSAN,MAXIMA,02 - Automobile,Warning,2013
1070,21-1003(aa),SILVER,No,No,NONE,No,MAZDA,CX5,05 - Light Duty Truck,Warning,2013
1071,16-112(c),BLUE,No,No,GAITHERSBURG,No,HONDA,CIVIC,02 - Automobile,Citation,2009
1072,22-226(a),GRAY,No,No,SILVER SPRING,No,NISSAN,ALTIMA,02 - Automobile,Warning,2006
1073,21-1124.2(d2),WHITE,No,No,SILVER SPRING,No,GMC,TK,05 - Light Duty Truck,Citation,2009
1074,21-201(a1),GRAY,No,No,SILVER SPRING,No,FORD,ESCAPE,02 - Automobile,Warning,2018
1075,16-101(a1),TAN,No,No,WALDORF,No,HONDA,4S,02 - Automobile,Citation,2014
1076,16-303(d),SILVER,No,No,SILVER SPRING,No,GMC,ENVOY,02 - Automobile,Citation,2005
1077,21-310(a),"BLUE, DARK",No,No,WHEATON,No,VOLKSWAGEN,4S,02 - Automobile,Warning,2002
1078,16-303(d),SILVER,No,No,SILVER SPRING,No,TOYOTA,PRIUS,02 - Automobile,Citation,2010
1079,21-202(h2),WHITE,No,No,SILVER SPRING,No,BMW,X5,02 - Automobile,Citation,2019
1080,21-801.1,RED,No,No,SILVER SPRING,No,HONDA,CIVIC,02 - Automobile,Citation,2014
1081,21-201(a1),WHITE,No,No,HYATTSVILLE,No,GMC,TK,05 - Light Duty Truck,Warning,2001
1082,24-107(b1),BLACK,No,No,SILVER SPRING,No,FORD,TK,05 - Light Duty Truck,Warning,2011
1083,21-801.1,GOLD,No,No,BOWIE,No,TOYT,4S CAMRY,02 - Automobile,Warning,2008
1084,13-703(g),WHITE,No,No,SILVER SPRING,No,GMC,TK,02 - Automobile,Warning,2011
1085,21-801.1,GRAY,No,No,SILVER SPRING,No,HYUNDAI,SONATA,02 - Automobile,Citation,2013
1086,16-303(h),BEIGE,No,No,ROCKVILLE,No,HYUN,SANTAFE,02 - Automobile,Citation,2007
1087,21-801(b),SILVER,No,No,CLARKSBURG,No,HOND,VN,02 - Automobile,Citation,2016
1088,16-303(c),WHITE,No,No,HYATTSVILLE,No,ACUR,4S,02 - Automobile,Citation,1998
1089,21-801.1,BLACK,Yes,No,FALLS CHURCH,No,CHEVROLET,SUBURBAN,28 - Other,Citation,2018
1090,11-393.9,WHITE,No,No,SILVER SPRING,No,GMC,TK,05 - Light Duty Truck,Warning,2000
1091,21-402(a),WHITE,No,No,SILVER SPRING,No,CADI,STS,02 - Automobile,Warning,2007
1092,21-801.1,GRAY,No,No,GERMANTOWN,No,HOND,ACCORD,02 - Automobile,Citation,2005
1093,16-303(c),GREEN,No,No,GERMANTOWN,No,FORD,FOCUS,02 - Automobile,Citation,2008
1094,21-801.1,BROWN,No,No,SILVER SPRING,No,CHEVY,CRUZE,02 - Automobile,Citation,2019
1095,16-101(a1),WHITE,No,No,SILVER SPRING,No,FORD,F150,05 - Light Duty Truck,Citation,2012
1096,16-101(a1),RED,No,No,TAKOMA PARK,No,MAZDA,3,02 - Automobile,Citation,2004
1097,22-609(a),SILVER,No,No,GAITHERSBURG,No,CHEVY,IMPALA,02 - Automobile,Warning,2010
1098,21-801(a),WHITE,No,No,BURTONSVILLE,No,HONDA,CIVIC,02 - Automobile,Warning,2019
1099,22-204(f),BLACK,No,No,NEW CARROLLTON,No,CHRY,4S,02 - Automobile,Warning,2014
1100,21-801.1,WHITE,No,No,POOLESVILLE,No,CHEVY,TRUCK,02 - Automobile,Warning,2015
1101,16-101(a1),BLACK,No,No,SYKESVILLE,No,VOLKS,GLI,02 - Automobile,Citation,2012
1102,21-801.1,GRAY,No,No,GERMANTOWN,No,MAZDA,RX6,02 - Automobile,Warning,2009
1103,20-103(b),SILVER,No,No,SILVER SPRING,No,ACUR,4S,02 - Automobile,Citation,2006
1104,21-801.1,BLACK,No,No,TAKOMA PARK,No,HONDA,CRV,02 - Automobile,Citation,2013
1105,21-503(c),N/A,Yes,No,SILVER SPRING,No,NONE,NONE,29 - Unknown,Warning,
1106,21-309(d),SILVER,No,No,SILVER SPRING,No,ACUR,4S,02 - Automobile,Citation,2006
1107,16-112(c),GRAY,No,No,SILVER SPRING,No,JEEP,TRK,02 - Automobile,Citation,2015
1108,21-801(a),MAROON,No,No,GERMANTOWN,No,DODGE,CHALLENGER,02 - Automobile,Warning,2017
1109,21-801.1,WHITE,No,No,SILVER SPRING,No,TOYOTA,CAMRY,02 - Automobile,Citation,2018
1110,13-409(b),BROWN,No,No,BOWIE,No,TOYOTA,RAV4,28 - Other,Warning,2015
1111,21-801(a),BLACK,No,No,GERMANTOWN,No,BMW,528I,02 - Automobile,Warning,2014
1112,16-101(a1),WHITE,No,No,SILVER SPRING,No,HONDA,CRV,02 - Automobile,Citation,2015
1113,21-801.1,GRAY,No,No,GAITHERSBURG,No,HYUNDAI,SONATA,02 - Automobile,Citation,2012
1114,16-112(c),BLUE,No,No,BELTSVILLE,No,CADILLAC,ESCALADE,02 - Automobile,Citation,2007
1115,13-409(b),GRAY,No,No,ROCKVILLE,No,HONDA,CIVIC,02 - Automobile,Citation,2018
1116,21-309(d),WHITE,No,No,LAYTONSVILLE,No,VW,JETTA,02 - Automobile,Warning,2015
1117,21-801.1,GRAY,No,No,LAUREL,No,DODG,4S,02 - Automobile,Citation,2018
1118,21-801.1,BLACK,No,No,BURTONSVILLE,No,HOND,PILOT,02 - Automobile,Warning,2019
1119,21-801.1,WHITE,No,No,ROCKVILLE,No,HONDA,FIT,02 - Automobile,Citation,2018
1120,21-1124.2(d2),SILVER,No,No,ROCKVILLE,No,VOLK,ATLAS,02 - Automobile,Citation,2018
1121,21-801.1,GRAY,No,No,BETHESDA,No,SUBA,TK,03 - Station Wagon,Warning,2008
1122,21-901.1(b),RED,No,No,WHEATON,No,JEEP,LIBERTY,02 - Automobile,Citation,2002
1123,21-801.1,BLACK,No,No,SILVER SPRING,No,CHEV,SUV,02 - Automobile,Citation,2017
1124,16-101(a1),GRAY,No,No,HYATTSVILLE,No,NISS,SENTRA,02 - Automobile,Citation,2008
1125,21-801.1,BLACK,No,No,SILVER SPRING,No,FORD,EDGE,02 - Automobile,Citation,2013
1126,13-411(d),BLUE,No,No,ROCKVILLE,No,HONDA,CIVIC,02 - Automobile,Warning,1996
1127,16-301(j),BRONZE,No,No,ADELPHI,No,CHEVY,CRUZE,02 - Automobile,Warning,2012
1128,21-801.1,GOLD,No,No,SILVER SPRING,No,TOYOTA,CAMRY,02 - Automobile,Citation,2004
1129,21-801.1,BLACK,No,No,RICHMOND HILL,No,RANGE ROVER,TK,02 - Automobile,Warning,2014
1130,21-801.1,WHITE,No,No,CLARKSBURG,No,NISS,FRONTIER,05 - Light Duty Truck,Warning,2014
1131,21-1003(j),MAROON,No,No,TAKOMA PARK,No,HOND,4S,02 - Automobile,Warning,2012
1132,21-201(a1),BLACK,No,No,SILVER SPRING,No,CHEV,TK EQUINOX,02 - Automobile,Warning,2016
1133,22-219(a),SILVER,No,No,SILVER SPRING,No,NISSAN,ALTIMA,02 - Automobile,Warning,2003
1134,21-201(a1),SILVER,No,No,GAITHERSBURG,No,KIA,4S,02 - Automobile,Citation,2015
1135,22-412.3(b),WHITE,No,No,ROCKVILLE,No,TOYT,TK,05 - Light Duty Truck,Citation,2006
1136,21-901.2,WHITE,No,No,FREDERICK,No,VW,PASSAT,02 - Automobile,Warning,2017
1137,21-201(a1),N/A,No,No,ROCKVILLE,No,GMC,SUV DENALI,28 - Other,Warning,2016
1138,21-801(a),SILVER,No,No,GERMANTOWN,No,HOND,TK,02 - Automobile,Warning,2018
1139,13-411(f),SILVER,No,No,GAITHERSBURG,No,FORD,ESCAPE,02 - Automobile,Warning,2012
1140,21-801(a),BLACK,No,No,BOCA RATON,No,MERCEDES,SLE43,02 - Automobile,Warning,2018
1141,21-801.1,SILVER,No,No,POOLESVILLE,No,ACURA,MDX SUV,03 - Station Wagon,Warning,2016
1142,21-707(a),SILVER,No,No,ROCKVILLE,No,TOYT,2S,02 - Automobile,Warning,2003
1143,23-104,BLACK,No,No,GREENVILLE,No,HOND,4S,02 - Automobile,Warning,2012
1144,21-304(b),WHITE,No,No,FREDERICK,No,VW,PASSAT,02 - Automobile,Warning,2017
1145,21-901.1(b),WHITE,No,No,LAUREL,No,JEEP,GC,02 - Automobile,Citation,2018
1146,21-202(h2),SILVER,No,No,ROCKVILLE,No,TOYOTA,CAMRY,02 - Automobile,Warning,2006
1147,21-801(b),"BLUE, DARK",No,No,TAKOMA PARK,No,HONDA,CRV,02 - Automobile,Citation,2009
1148,21-801.1,BLACK,No,No,GAITHERSBURG,No,DODGE,CHARGER,02 - Automobile,Citation,2014
1149,13-409(b),SILVER,No,No,SILVER SPRING,No,HYUNDI,SANTA FE,02 - Automobile,Citation,2007
1150,21-1124.2(d2),GRAY,No,No,SILVER SPRING,No,HONDA,ACCORD,02 - Automobile,Warning,2011
1151,21-801.1,BLACK,No,No,GERMANTOWN,No,FORD,EXPLORER,02 - Automobile,Citation,2016
1152,21-201(a1),WHITE,No,No,MANASSAS,No,SUBARU,FORESTER,02 - Automobile,Citation,2017
1153,21-801.1,GRAY,No,No,NORTH BETHESDA,No,TOYOTA,COROLLA,02 - Automobile,Warning,2015
1154,14-110(b),BLACK,No,No,WASHINGTON,No,VOLK,JETTA,02 - Automobile,Citation,2019
1155,21-801.1,BLUE,No,No,DAYTON,No,HOND,2S,02 - Automobile,Citation,2010
1156,16-116(a),BLACK,No,No,GERMANTOWN,No,NISSAN,ALTIMA,02 - Automobile,Warning,2014
1157,21-301(a),SILVER,No,No,BROOKEVILLE,No,TOYT,PRIUS,02 - Automobile,Warning,2011
1158,16-303(c),SILVER,No,No,GERMANTOWN,No,JEEP,TK,02 - Automobile,Citation,2009
1159,21-801.1,WHITE,No,No,BETHESDA,No,HONDA,ACCORD,02 - Automobile,Warning,2012
1160,16-101(a1),GRAY,No,No,SILVER SPRING,No,TOYOTA,RAV4,02 - Automobile,Citation,2015
1161,21-801.1,WHITE,No,No,SILVER SPRING,No,MERZ,CN,02 - Automobile,Citation,2019
1162,16-101(a1),SILVER,Yes,No,LAUREL,No,MAZD,4S,02 - Automobile,Citation,2007
1163,21-901.1(b),BLACK,No,No,SILVER SPRING,No,JEEP,TRK,02 - Automobile,Citation,2018
1164,21-801.1,SILVER,No,No,FREDERICK,No,TOYOTA,SILVERADO,02 - Automobile,Warning,2006
1165,21-902(b1i),SILVER,Yes,No,ELLICOTT CITY,No,PORCHE,2D,02 - Automobile,Citation,2016
1166,21-801.1,BLACK,No,No,ROCKVILLE,No,BMW,4S,02 - Automobile,Citation,2010
1167,22-609(a),GRAY,No,No,SILVER SPRING,No,SUBARU,WRX,02 - Automobile,Warning,2014
1168,21-901.1(b),BLACK,No,No,BOYDS,No,TOYOTA,SUV,02 - Automobile,Warning,2018
1169,21-801(a),GREEN,No,No,GAITHERSBURG,No,HOND,SU,02 - Automobile,Warning,2008
1170,21-801.1,WHITE,No,No,GERMANTOWN,No,TOYOTA,COROLLA,02 - Automobile,Citation,2018
1171,13-411(d),SILVER,No,No,POTOMAC,No,BMW,SW,02 - Automobile,Warning,2006
1172,21-801.1,SILVER,No,No,BURTONSVILLE,No,MERZ,ML350,02 - Automobile,Warning,2005
1173,21-201(a1),WHITE,No,No,SAINT JOHNS,No,BMW,4D,02 - Automobile,Warning,2014
1174,21-201(a1),"BLUE, DARK",No,No,SILVER SPRING,No,HYUNDAI,4S,02 - Automobile,Citation,2011
1175,21-1124.2(d2),BLACK,No,No,SILVER SPRING,No,NISSAN,JUKE,02 - Automobile,Citation,2011
1176,22-406(b),BLACK,No,No,MONROVIA,No,TOYOTA,COROLLA,02 - Automobile,Citation,2018
1177,13-401(h),BLACK,No,No,MONROVIA,No,TOYOTA,COROLLA,02 - Automobile,Citation,2018
1178,13-411(a),BLACK,No,No,MONROVIA,No,TOYOTA,COROLLA,02 - Automobile,Citation,2018
1179,23-302(c),BLACK,No,No,MONROVIA,No,TOYOTA,COROLLA,02 - Automobile,Citation,2018
1180,16-105(b1),BLUE,No,No,COLUMBIA,No,FORD,F150,02 - Automobile,Citation,2010
1181,21-309(b),WHITE,No,No,DAMASCUS,No,LEXUS,2D,02 - Automobile,Citation,1998
1182,20-105(b),BLACK,No,No,SILVER SPRING,No,CHRYSLER,200C,02 - Automobile,Citation,2015
1183,17-104.2(b2),GRAY,No,No,GERMANTOWN,No,NISSAN,MAXIMA,02 - Automobile,Citation,2017
1184,21-801(a),"BLUE, LIGHT",No,No,BRUNSWICK,No,FORD,FOCUS,02 - Automobile,Warning,2008
1185,16-303(h),WHITE,No,No,TAKOMA PARK,No,LEXUS,2S,02 - Automobile,Citation,2001
1186,21-201(a1),BLACK,No,No,OLNEY,No,TOYOTA,MATRIX,02 - Automobile,Warning,2004
1187,13-411(e),BLACK,No,No,MONTGOMERY VILLAGE,No,NISSAN,ROGUE,02 - Automobile,Citation,2019
1188,21-801.1,BLACK,No,No,SAN ANTONIO,No,DODGE,RAM,05 - Light Duty Truck,Citation,2001
1189,21-801.1,GRAY,No,No,WHEATON,No,HONDA,CIVIC,02 - Automobile,Citation,2017
1190,21-801.1,BLACK,No,No,IJAMSVILLE,No,CADILLAC,ESCALADE,02 - Automobile,Citation,2016
1191,21-801.1,SILVER,No,No,WASHINGTON,No,ACURA,MDX,02 - Automobile,Warning,2003
1192,21-801.1,WHITE,No,No,DERWOOD,No,FORD,VAN,02 - Automobile,Warning,2015
1193,21-801.1,BLACK,No,No,GERMANTOWN,No,ACURA,4S,02 - Automobile,Citation,1999
1194,13-411(d),"BLUE, DARK",No,No,WASHINGTON,No,VOLVO,V70,02 - Automobile,Citation,2001
1195,21-801.1,SILVER,No,No,FREDERICK,No,VOLKSWAGEN,GLI,02 - Automobile,Citation,2013
1196,21-801.1,RED,No,No,KENSINGTON,No,HYUNDAI,SUV,28 - Other,Citation,2019
1197,64*,SILVER,No,No,WHEATON,No,CHRY,2S,02 - Automobile,ESERO,2003
1198,13-401(b1),"GREEN, DK",No,No,POTOMAC,No,MERZ,4S,02 - Automobile,Warning,2006
1199,21-801.1,GRAY,No,No,LAYTONSVILLE,No,VOLKSWAGEN,4DR,02 - Automobile,Warning,2013
1200,21-801.1,"BLUE, DARK",No,No,SILVER SPRING,No,VOLKS,PASSAT,02 - Automobile,Citation,2015
1201,21-801.1,WHITE,No,No,MIDDLETOWN,No,FORD,2S,02 - Automobile,Warning,2018
1202,21-309(b),BLACK,No,No,POTOMAC,No,HYUN,ELANTRA,02 - Automobile,Warning,2018
1203,17-104.2(b2),BLACK,No,No,KENSINGTON,No,KIA,OPTIMA,02 - Automobile,Citation,2013
1204,21-801.1,SILVER,No,No,GAITHERSBURG,No,TOYOTA,TACOMA,05 - Light Duty Truck,Warning,2008
1205,13-409(b),BLACK,No,No,JAMAICA,No,HONDA,ACCORD,02 - Automobile,Citation,2017
1206,16-116(a),RED,No,No,KENSINGTON,No,MINI,COOPER,02 - Automobile,Warning,2010
1207,21-801(a),BLACK,No,No,GERMANTOWN,No,AUDI,A8,02 - Automobile,Warning,2011
1208,21-801.1,WHITE,No,No,WASHINGTON,No,MERCEDES,G550,02 - Automobile,Citation,2017
1209,21-801.1,BLACK,No,No,MOUNT AIRY,No,ACUR,SU,05 - Light Duty Truck,Citation,2013
1210,13-409(b),GRAY,No,No,POTOMAC,No,JEEP,TK,02 - Automobile,Citation,1996
1211,22-226(a),BLACK,No,No,WASHINGTON,No,TOYOTA,CAMRY,02 - Automobile,Warning,2014
1212,61,BLUE,No,No,SILVER SPRING,No,HONDA,CIVIC,02 - Automobile,ESERO,2016
1213,21-801.1,GOLD,No,No,SILVER SPRING,No,SUBARU,LEGACY,02 - Automobile,Warning,2017
1214,21-801.1,BLACK,No,No,ROCKVILLE,No,JEEP,WRANGLER,28 - Other,Warning,2016
1215,21-801(b),BLACK,No,No,GAITHERSBURG,No,CHRYSLER,200,02 - Automobile,Citation,2016
1216,21-402(a),WHITE,No,No,GAITHERSBURG,No,HONDA,CIVIC,02 - Automobile,Citation,2015
1217,16-303(h),WHITE,No,No,POOLESVILLE,No,CHRYSLER,300,02 - Automobile,Citation,2005
1218,21-801.1,GRAY,No,No,FREDERICK,No,HONDA,ACCORD,02 - Automobile,Warning,2007
1219,13-936E2I,TAN,No,No,BETHESDA,No,VOLK,4S,02 - Automobile,Citation,1995
1220,21-801(b),SILVER,No,No,GERMANTOWN,No,TOYOTA,SIENNA,02 - Automobile,Citation,2015
1221,21-801.1,GRAY,No,No,WASHINGTON,No,ACURA,RDX,02 - Automobile,Warning,2015
1222,21-801.1,GRAY,No,No,GERMANTOWN,No,HONDA,CIVIC,02 - Automobile,Warning,2010
1223,21-707(a),BLACK,No,No,BETHESDA,No,TOYT,SIENNA,02 - Automobile,Citation,2012
1224,17-104,MAROON,No,No,GAITHERSBURG,No,NISS,4S,02 - Automobile,Warning,2008
1225,20-103(b),BLUE,No,No,OLNEY,No,VOLVO,4S,02 - Automobile,Citation,2004
1226,13-409(b),SILVER,No,No,SILVER SPRING,No,DODGE,CARAVAN,02 - Automobile,Warning,2008
1227,22-412.3(b),WHITE,No,No,TAKOMA PARK,No,MITSUBISHI,2DR,02 - Automobile,Citation,1995
1228,21-801(b),BLACK,No,No,OLNEY,No,BMW,SEDAN,02 - Automobile,Citation,2019
1229,13-410(e2),WHITE,No,No,SILVER SPRING,No,HYUNDAI,SONATA HYBRID,02 - Automobile,Citation,2013
1230,64*,GRAY,No,No,GAITHERSBURG,No,HONDA,ACCORD,02 - Automobile,ESERO,2005
1231,22-204(f),WHITE,No,No,SILVER SPRING,No,KIA,SOUL,02 - Automobile,Warning,2017
1232,21-801.1,SILVER,No,No,UPPER MARLBORO,No,JEEP,CHEROKEE,28 - Other,Warning,2012
1233,16-303(c),BLUE,No,No,BELTSVILLE,No,CADILLAC,ESCALADE,02 - Automobile,Citation,2007
1234,13-409(b),BLACK,No,No,ROCKVILLE,No,CHEVROLET,TK,02 - Automobile,Citation,2004
1235,21-901.1(b),SILVER,No,No,GAITHERSBURG,No,CHEVROLET,TRAVERSE,28 - Other,Warning,2018
1236,21-801.1,SILVER,No,No,GAITHERSBURG,No,NISSAN,ALTIMA,02 - Automobile,Citation,2013
1237,21-801.1,GRAY,No,No,HERNDON,No,TOYOTA,PRIUS,02 - Automobile,Warning,2014
1238,16-101(a1),SILVER,No,No,GAITHERSBURG,No,KIA,4S,02 - Automobile,Citation,2015
1239,16-112(c),GRAY,No,No,SILVER SPRING,No,TOYOTA,RAV4,02 - Automobile,Warning,2015
1240,21-1120(c),RED,No,No,WINDSOR MILL,No,FORD,TK,05 - Light Duty Truck,Warning,2016
1241,21-801.1,WHITE,No,No,SILVER SPRING,No,FORD,MUSTANG,02 - Automobile,Citation,2017
1242,21-801.1,BLACK,No,No,GAITHERSBURG,No,TOYOTA,XLE,02 - Automobile,Warning,2011
1243,22-203(b),BLACK,No,No,ALEXANDRIA,No,HONDA,CRV,02 - Automobile,Warning,2019
1244,13-401(h),TAN,No,No,WALDORF,No,HONDA,4S,02 - Automobile,Citation,2014
1245,21-801.1,BLACK,No,No,JAMAICA,No,HONDA,ACCORD,02 - Automobile,Warning,2017
1246,21-901.1(b),BLACK,No,No,SILVER SPRING,No,BMW,328I,02 - Automobile,Citation,2014
1247,22-223(b),BLACK,No,No,ROCKVILLE,No,JEEP,TK,02 - Automobile,Warning,2014
1248,21-801(b),BLACK,No,No,GERMANTOWN,No,MERCEDEZ,C300,02 - Automobile,Citation,2018
1249,21-902(a1i),SILVER,Yes,No,LAUREL,No,MAZD,4S,02 - Automobile,Citation,2007
1250,21-801.1,WHITE,No,No,GAITHERSBURG,No,MINI,PACEMAN,02 - Automobile,Warning,2014
1251,64*,GRAY,No,No,SILVER SPRING,No,FORD,FOCUS,02 - Automobile,ESERO,2016
1252,21-801.1,BLACK,No,No,MOUNT AIRY,No,KIA,4S,02 - Automobile,Warning,2014
1253,21-707(a),"BLUE, LIGHT",No,No,SILVER SPRING,No,HOND,ODYSSEY,02 - Automobile,Warning,2007
1254,21-801.1,SILVER,No,No,SANDY SPRING,No,HONDA,CIVIC,02 - Automobile,Warning,2011
1255,22-609(a),WHITE,No,No,SILVER SPRING,No,HONDA,4S,02 - Automobile,Citation,1999
1256,21-502(c),WHITE,No,No,GLENN DALE,No,LEXUS,4D,02 - Automobile,Warning,1998
1257,21-201(a1),BLACK,No,No,BOWIE,No,HYUN,VELOSTER,02 - Automobile,Warning,2016
1258,11-393.95(f),BLACK,Yes,No,LAUREL,No,CHEV,TK,05 - Light Duty Truck,Warning,2015
1259,22-219(a),GRAY,No,No,POTOMAC,No,HOND,ACCORD,02 - Automobile,Warning,2010
1260,22-203(b),SILVER,No,No,WHEATON,No,GMC,TK,02 - Automobile,Warning,2012
1261,21-301(a),BLUE,No,No,FREDERICK,No,TOYOTA,PRIUS,02 - Automobile,Warning,2012
1262,21-404.1(a),GRAY,No,No,LANHAM,No,TOYT,TK,02 - Automobile,Citation,2015
1263,21-309(b),SILVER,No,No,BOONSBORO,No,KIA,STINGER,02 - Automobile,Citation,2018
1264,22-219(a),BEIGE,No,No,RIVERDALE,No,TOYOTA,CAMRY,02 - Automobile,Citation,2001
1265,22-412.3(b),WHITE,No,No,BOWIE,No,CHRYSLER,300S,02 - Automobile,Citation,2012
1266,21-801.1,BLACK,No,No,FORT WASHINGTON,No,DODGE,CHARGER,02 - Automobile,Citation,2016
1267,17-104.2(b2),SILVER,No,No,MONTGOMERY VILLAGE,No,DODG,4S,02 - Automobile,Citation,2010
1268,16-101(a1),BLUE,No,No,SILVER SPRING,No,TOYOTA,AVVALON,02 - Automobile,Citation,1996
1269,21-801.1,BLACK,No,No,FREDERICK,No,FORD,FOCUS,02 - Automobile,Citation,2015
1270,21-801(a),BLACK,No,No,BETHESDA,No,LAND ROVER,RANGE ROVER,02 - Automobile,Warning,2019
1271,21-901.1(b),BLACK,No,No,ROCKVILLE,No,AUDI,Q5,02 - Automobile,Citation,2017
1272,21-801(a),WHITE,No,No,COLLEGE PARK,No,NISSAN,SENTRA,02 - Automobile,Warning,2010
1273,21-801.1,WHITE,No,No,SILVER SPRING,No,NISS,SU XTERRA,03 - Station Wagon,Citation,2011
1274,21-801(a),BLACK,No,No,GREENBELT,No,HONDA,CIVIC,02 - Automobile,Warning,2011
1275,13-409(b),WHITE,No,No,MOUNT AIRY,No,HONDA,PILOT,02 - Automobile,Warning,2019
1276,21-901.1(a),GREEN,No,No,SILVER SPRING,No,TOYT,COROLLO,02 - Automobile,Citation,2016
1277,21-801.1,BLUE,No,No,POOLESVILLE,No,GMC,ACADIA,05 - Light Duty Truck,Citation,2014
1278,21-309(b),WHITE,No,No,ROCKVILLE,No,BMW,4D,02 - Automobile,Warning,2014
1279,13-411(d),TAN,No,No,HYATTSVILLE,No,CHRY,T AND C,05 - Light Duty Truck,Citation,2002
1280,16-101(a1),BLACK,Yes,No,SILVER SPRING,No,CHEVROLET,COBALT,02 - Automobile,Citation,2007
1281,21-801.1,BLUE,No,No,SILVER SPRING,No,HONDA,CIVIC,02 - Automobile,Citation,2013
1282,21-801(a),RED,No,No,HYATTSVILLE,No,DODG,AVENGER,02 - Automobile,Warning,2013
1283,21-801.1,WHITE,Yes,No,UNION BRIDGE,No,WFORD,F150,05 - Light Duty Truck,Warning,2016
1284,21-301(a),GRAY,No,No,GERMANTOWN,No,TOY,CAMRY,02 - Automobile,Warning,2007
1285,17-104.2(b2),BLACK,No,No,GERMANTOWN,No,INFINITI,FX35,02 - Automobile,Warning,2004
1286,22-406(i1),GRAY,No,No,POOLESVILLE,No,HOND,4S,02 - Automobile,Warning,2006
1287,21-801.1,SILVER,No,No,ROCKVILLE,No,TOYT,TACOMA,05 - Light Duty Truck,Citation,2012
1288,21-801.1,GOLD,No,No,SILVER SPRING,No,TOYT,VN,28 - Other,Citation,2007
